"index";"from";"to"
4701;"cerca";"animal"
4702;"termômetro";"temperatura"
4703;"gestação";"vaca"
4704;"água";"humano"
4705;"água";"elétrico"
4706;"alimento";"digerir"
4707;"grande";"sol"
4708;"maternidade";"vaca"
4709;"água";"aquífero"
4710;"grande";"rebanho"
4711;"somático";"célula"
4712;"obra";"vaca"
4713;"excreção";"água"
4714;"tropical";"gramínea"
4715;"ordenha";"sistema"
4716;"água";"mole"
4717;"animal";"recurso"
4718;"forrageiro";"espécie"
4719;"teor";"água"
4720;"vaca";"reter"
4721;"chuva";"forrageira"
4722;"pastejo";"animal"
4723;"samambaia";"tristeza"
4724;"caixa";"frasco"
4725;"carrapaticida";"animal"
4726;"samambaia";"organismo"
4727;"gene";"chifre"
4728;"estrôncio";"água"
4729;"líquido";"tratamento"
4730;"forrageiro";"elevar"
4731;"animal";"perder"
4732;"pastagem";"taxa"
4733;"samambaia";"cerca"
4734;"brachiaria";"brizanthar"
4735;"balancear";"mineral"
4736;"orgânico";"carbono"
4737;"água";"dieta"
4738;"pastagem";"samambaia"
4739;"gene";"cromossomo"
4740;"infestar";"samambaia"
4741;"brachiaria";"decumbem"
4742;"clínico";"tecido"
4743;"raça";"cruzamento"
4744;"lactação";"fase"
4745;"água";"abundante"
4746;"emagrecer";"vaca"
4747;"diluir";"mineral"
4748;"térmico";"estresse"
4749;"samambaia";"feijão"
4750;"concentrado";"mineral"
4751;"bebedouro";"animal"
4752;"bulbo";"temperatura"
4753;"proteína";"digestão"
4754;"água";"quente"
4755;"antibiótico";"quarto"
4756;"novilho";"vaca"
4757;"animal";"espécie"
4758;"bezerro";"fase"
4759;"cultura";"sistema"
4760;"orgânico";"resíduo"
4761;"samambaia";"medida"
4762;"medida";"medicamento"
4763;"enzima";"proteína"
4764;"bom";"médio"
4765;"hectare";"piquete"
4766;"morte";"animal"
4767;"silo";"perda"
4768;"sistema";"líquido"
4769;"solo";"fértil"
4770;"vaca";"animais"
4771;"demorar";"parto"
4772;"bom";"raça"
4773;"genético";"material"
4774;"água";"consumir"
4775;"teto";"esperar"
4776;"calagem";"solo"
4777;"desmame";"bezerro"
4778;"vacina";"aureu"
4779;"mineral";"vitamina"
4780;"cobertura";"solo"
4781;"análise";"solo"
4782;"fêmea";"genético"
4783;"lote";"infertilidade"
4784;"animal";"humano"
4785;"gene";"genético"
4786;"vaca";"instalação"
4787;"lactação";"pastagem"
4788;"associação";"animal"
4789;"samambaia";"efeito"
4790;"água";"limpo"
4791;"corporal";"pequeno"
4792;"frasco";"análise"
4793;"esterco";"cama"
4794;"cerca";"bezerro"
4795;"teor";"seco"
4796;"leguminoso";"espécie"
4797;"forrageira";"cultura"
4798;"doente";"animal"
4799;"medicamento";"teto"
4800;"rotativo";"pastejo"
4801;"lote";"proporção"
4802;"vaca";"lote"
4803;"mestiço";"raça"
4804;"laboratório";"térmico"
4805;"mão";"vaca"
4806;"fertilizante";"pastagem"
4807;"raça";"guzer"
4808;"sistema";"baixo"
4809;"plântula";"semente"
4810;"reprodutivo";"rebanho"
4811;"invasor";"pastagem"
4812;"animal";"biomedicina"
4813;"gel";"rebanhar"
4814;"vitro";"embrião"
4815;"bezerro";"intestino"
4816;"cocho";"cobrir"
4817;"pequeno";"lote"
4818;"sistema";"trator"
4819;"orgânico";"material"
4820;"grande";"lote"
4821;"foliar";"pastagem"
4822;"gir";"animal"
4823;"água";"cloreto"
4824;"rebanho";"pastagem"
4825;"forrageira";"preparar"
4826;"orgânico";"adubo"
4827;"proteína";"pastagem"
4828;"braquiária";"espécie"
4829;"samambaia";"planta"
4830;"sonda";"bezerro"
4831;"ruminal";"líquido"
4832;"praga";"cultura"
4833;"ordenha";"laboratório"
4834;"raça";"ossaturo"
4835;"carrapaticida";"laboratório"
4836;"samambaia";"afetar"
4837;"infecção";"seco"
4838;"transgênico";"genético"
4839;"berne";"animal"
4840;"samambaia";"solo"
4841;"lote";"mau"
4842;"preparar";"solo"
4843;"pequeno";"partícula"
4844;"mão";"lactação"
4845;"seco";"água"
4846;"água";"animal"
4847;"leiteiro";"gir"
4848;"planta";"genético"
4849;"grande";"filho"
4850;"animais";"pastagem"
4851;"veranico";"solo"
4852;"pasto";"sistema"
4853;"grande";"abrigo"
4854;"alta";"sistema"
4855;"cruzamento";"bom"
4856;"infecção";"rebanho"
4857;"leguminoso";"macrocephala"
4858;"mosca";"berne"
4859;"samambaia";"irritação"
4860;"adubar";"pastagem"
4861;"silo";"excesso"
4862;"quarto";"mamário"
4863;"associação";"pastagem"
4864;"incidência";"infecção"
4865;"grande";"lactação"
4866;"vaca";"ovariano"
4867;"gel";"técnico"
4868;"selênio";"mineral"
4869;"cigarra";"ataque"
4870;"butírico";"sabor"
4871;"mineral";"dieta"
4872;"manual";"cuidado"
4873;"irrigação";"sistema"
4874;"medida";"rebanhar"
4875;"samambaia";"bom"
4876;"samambaia";"tristezar"
4877;"inverno";"forrageira"
4878;"tricros";"raça"
4879;"aquilinum";"samambaia"
4880;"homeopático";"animal"
4881;"medicamento";"vaca"
4882;"mestiço";"rebanho"
4883;"animal";"superpastejo"
4884;"leiteiro";"raça"
4885;"vaca";"corporal"
4886;"solo";"procedimento"
4887;"rebanho";"embrião"
4888;"fêmea";"macho"
4889;"mocho";"heterozigoto"
4890;"frasco";"pé"
4891;"frasco";"adesivo"
4892;"decomposição";"orgânico"
4893;"consumir";"animal"
4894;"lactação";"taxa"
4895;"água";"vaca"
4896;"nitrogênio";"leguminoso"
4897;"plantio";"método"
4898;"bom";"perfil"
4899;"rebanho";"leiteiro"
4900;"mamário";"glândula"
4901;"taxa";"rebanho"
4902;"filho";"rebanho"
4903;"mineral";"suplementar"
4904;"nutricional";"lote"
4905;"alto";"água"
4906;"interferir";"animal"
4907;"vaca";"natural"
4908;"cooler";"vacina"
4909;"aeração";"pilha"
4910;"concentração";"salinidade"
4911;"gene";"maneira"
4912;"medida";"animal"
4913;"parto";"dieta"
4914;"animal";"clonagem"
4915;"mocho";"gene"
4916;"brinco";"bezerro"
4917;"brachiaria";"ruziziensil"
4918;"gir";"vaca"
4919;"leguminoso";"pastagem"
4920;"água";"transição"
4921;"consumir";"bezerro"
4922;"leguminoso";"maneira"
4923;"raspar";"esterco"
4924;"clínico";"subclínico"
4925;"coliforme";"infecção"
4926;"vacina";"clínico"
4927;"água";"forragem"
4928;"lactação";"energético"
4929;"ração";"desmamar"
4930;"lote";"médio"
4931;"animal";"entrar"
4932;"cultura";"líquido"
4933;"microbiano";"mineral"
4934;"bezerro";"abrigo"
4935;"médio";"gir"
4936;"bom";"genético"
4937;"agudo";"animal"
4938;"heterose";"vaca"
4939;"solo";"nutricional"
4940;"holandês";"heterose"
4941;"mestiço";"animais"
4942;"febre";"animal"
4943;"lactação";"fator"
4944;"bom";"lote"
4945;"planta";"animal"
4946;"corporal";"fisiológico"
4947;"subnutrição";"vaca"
4948;"pelar";"água"
4949;"útero";"vaca"
4950;"germinação";"plântula"
4951;"nuclear";"cromossomo"
4952;"grande";"vaca"
4953;"técnico";"genético"
4954;"população";"microbiano"
4955;"novilho";"simulação"
4956;"mocho";"acasalamento"
4957;"infectar";"célula"
4958;"bom";"ouvir"
4959;"coliforme";"bactéria"
4960;"bom";"aproveitamento"
4961;"espécie";"tratamento"
4962;"silagem";"concentrar"
4963;"alimento";"meio"
4964;"animal";"avó"
4965;"glândular";"mamário"
4966;"hormônio";"reprodutivo"
4967;"chifre";"homozigoto"
4968;"chuva";"pastagem"
4969;"chifre";"mocho"
4970;"mosca";"larva"
4971;"somático";"gel"
4972;"pesar";"vaca"
4973;"vaca";"prever"
4974;"sistema";"esterco"
4975;"puro";"cruzamento"
