,term1,term2,value
15284,ordenha, morno,1
15285,ordenha, máquina,1
15286,ordenha, mãe,1
15287,ordenha, objetivo,1
15288,ordenha, odor,1
15289,ordenha, oferecer,1
15290,ordenha, oxitocina,1
15291,ordenha, parte,1
15292,ordenha, parâmetro,1
15293,ordenha, pastagem,1
15294,ordenha, patógeno,1
15295,ordenha, pico,1
15296,ordenha, população,1
15297,ordenha, portão,1
15298,ordenha, precoce,1
15299,ordenha, preventivo,1
15300,ordenha, ração,1
15301,ordenha, rebanhar,1
15302,ordenha, recomendação,1
15303,ordenha, refrigerar,1
15304,ordenha, regime,1
15305,ordenha, regra,1
15306,ordenha, repouso,1
15307,ordenha, sanitizar,1
15308,ordenha, secar,1
15309,ordenha, sombrite,1
15310,ordenha, subclínica,1
15311,ordenha, tanque,1
15312,ordenha, taxa,1
15313,ordenha, teta,1
15314,ordenha, teteira,1
15315,ordenha, tomar,1
15316,ordenha, traumatismo,1
15317,ordenha, treinamento,1
15318,ordenha, térmico,1
15319,ordenha, vácuo,1
15320,ordenha, válvula,1
15321,ordenha, zebu,1
15322,ordenha, zebuína,1
15323,ordenha, órgão,1
15324,chifr, berne,1
15325,chifr, bicheira,1
15326,chifr, doméstico,1
15327,chifr, estábulo,1
15328,chifr, mosca,1
15329,semissólido, instalação,1
15330,semissólido, material,1
15331,semissólido, operação,1
15332,semissólido, sistema,1
15333,semissólido, tanque,1
15334,semissólido, trator,1
15335,biossólido, anaeróbio,1
15336,biossólido, animal,1
15337,biossólido, biológico,1
15338,biossólido, carbono,1
15339,biossólido, esterco,1
15340,biossólido, lagoa,1
15341,biossólido, lixo,1
15342,biossólido, lodo,1
15343,biossólido, material,1
15344,biossólido, nitrogênio,1
15345,biossólido, palhoso,1
15346,biossólido, resíduo,1
15347,biossólido, vegetal,1
15348,acupuntura, animal,1
15349,acupuntura, fator,1
15350,acupuntura, fitoterapia,1
15351,acupuntura, homeopatia,1
15352,acupuntura, orgânico,1
15353,acupuntura, sistema,1
15354,desagradável, aquecedor,1
15355,desagradável, caldeira,1
15356,desagradável, detergente,1
15357,desagradável, elétrico,1
15358,desagradável, espuma,1
15359,desagradável, incrustação,1
15360,desagradável, odor,1
15361,desagradável, quente,1
15362,desagradável, sabão,1
15363,desagradável, tubulação,1
15364,desagradável, vapor,1
15365,desagradável, água,1
15366,combustível, adubo,1
15367,combustível, animal,1
15368,combustível, componente,1
15369,combustível, fóssil,1
15370,combustível, orgânico,1
15371,combustível, petróleo,1
15372,combustível, químico,1
15373,combustível, sistema,1
15374,combustível, subproduto,1
15375,caprino, animal,1
15376,caprino, ave,1
15377,caprino, bovino,1
15378,caprino, equino,1
15379,caprino, exigência,1
15380,caprino, hábito,1
15381,caprino, ovino,1
15382,caprino, rodízio,1
15383,cru, alimento,1
15384,cru, animal,1
15385,cru, bactéria,1
15386,cru, bom,1
15387,cru, corporal,1
15388,cru, desinfecção,1
15389,cru, doente,1
15390,cru, doença,1
15391,cru, fator,1
15392,cru, fítico,1
15393,cru, grão,1
15394,cru, inibidor,1
15395,cru, instalação,1
15396,cru, leiteiro,1
15397,cru, microbiológico,1
15398,cru, parâmetro,1
15399,cru, protease,1
15400,cru, secreção,1
15401,cru, semente,1
15402,cru, tanque,1
15403,cru, urease,1
15404,cru, vaca,1
15405,cru, ácer,1
15406,sugador, adulto,1
15407,sugador, afetar,1
15408,sugador, agente,1
15409,sugador, agulha,1
15410,sugador, anaplasmose,1
15411,sugador, babesiose,1
15412,sugador, bactéria,1
15413,sugador, base,1
15414,sugador, bovil,1
15415,sugador, bovino,1
15416,sugador, cigarra,1
15417,sugador, cirúrgico,1
15418,sugador, contaminar,1
15419,sugador, doença,1
15420,sugador, enfermidade,1
15421,sugador, espuma,1
15422,sugador, fase,1
15423,sugador, material,1
15424,sugador, mosca,1
15425,sugador, ninfa,1
15426,sugador, pastagem,1
15427,sugador, plantar,1
15428,sugador, predador,1
15429,sugador, protozoário,1
15430,sugador, raio,1
15431,sugador, rebanho,1
15432,sugador, seivar,1
15433,sugador, sintoma,1
15434,sugador, solo,1
15435,sugador, toxina,1
15436,butírico, alimento,1
15437,butírico, bactéria,1
15438,butírico, contaminar,1
15439,butírico, fermentar,1
15440,butírico, fermentação,1
15441,butírico, grande,1
15442,butírico, gás,1
15443,butírico, lactato,1
15444,butírico, meio,1
15445,butírico, queijo,1
15446,butírico, silagem,1
15447,butírico, solo,1
15448,butírico, ácer,1
15449,aminar, albumina,1
15450,aminar, alimento,1
15451,aminar, animal,1
15452,aminar, açúcar,1
15453,aminar, bactéria,1
15454,aminar, bovino,1
15455,aminar, calor,1
15456,aminar, caseína,1
15457,aminar, comercial,1
15458,aminar, componentes,1
15459,aminar, delgar,1
15460,aminar, digestão,1
15461,aminar, globulina,1
15462,aminar, gás,1
15463,aminar, intestino,1
15464,aminar, lactose,1
15465,aminar, microbiano,1
15466,aminar, músculo,1
15467,aminar, natural,1
15468,aminar, nitrogênio,1
15469,aminar, perder,1
15470,aminar, proteico,1
15471,aminar, ruminal,1
15472,aminar, sucedâneo,1
15473,aminar, vegetal,1
15474,féter, apetite,1
15475,féter, descer,1
15476,féter, febre,1
15477,féter, infecção,1
15478,féter, odor,1
15479,féter, perda,1
15480,féter, purulento,1
15481,féter, sintoma,1
15482,féter, vaginal,1
15483,alizarina, alcoólico,1
15484,alizarina, crioscopia,1
15485,alizarina, testar,1
15543,mocho, acasalamento,1
15544,mocho, banana,1
15545,mocho, batoque,1
15546,mocho, fenótipo,1
15547,mocho, maneira,1
15548,mocho, mocha,1
15549,mocho, mochar,1
15550,mocho, modo,1
15551,mocho, zebuína,1
15552,naturalizar, associação,1
15553,naturalizar, estimular,1
15554,naturalizar, forrageiro,1
15555,naturalizar, forragem,1
15556,naturalizar, lento,1
15557,naturalizar, maneira,1
15558,naturalizar, natural,1
15559,naturalizar, pastagem,1
15560,naturalizar, pelar,1
15561,naturalizar, plantar,1
15562,naturalizar, população,1
15563,garupa, agilidade,1
15564,garupa, alimento,1
15565,garupa, animais,1
15566,garupa, cabeça,1
15567,garupa, garupar,1
15568,garupa, grande,1
15569,garupa, perna,1
15570,garupa, principal,1
15571,garupa, pé,1
15572,garupa, teta,1
15573,infecçãar, bactéria,1
15574,infecçãar, boca,1
15575,infecçãar, dedo,1
15576,infecçãar, entrar,1
15577,infecçãar, ferimento,1
15578,infecçãar, infectar,1
15579,infecçãar, matar,1
15580,infecçãar, mucoso,1
15581,infecçãar, olho,1
15582,infecçãar, unha,1
15583,língua, animal,1
15584,língua, bovino,1
15585,língua, coração,1
15586,língua, diafragma,1
15587,língua, físico,1
15588,língua, músculo,1
15589,carga, adulto,1
15590,carga, biológico,1
15591,carga, bom,1
15592,carga, capitata,1
15593,carga, combate,1
15594,carga, estilosante,1
15595,carga, fertilização,1
15596,carga, hectare,1
15597,carga, inseto,1
15598,carga, leguminoso,1
15599,carga, macrocephala,1
15600,carga, método,1
15601,carga, pastagem,1
15602,carga, pastejo,1
15603,carga, pasto,1
15604,carga, planta,1
15605,carga, resistente,1
15606,carga, superpastejo,1
15607,carga, série,1
15608,carga, tratamento,1
15609,carga, verme,1
15610,profissional, exame,1
15611,profissional, ginecológico,1
15612,profissional, método,1
15613,profissional, palpação,1
15614,profissional, retal,1
15615,profissional, técnico,1
15616,bater, argamassa,1
15617,bater, asfalto,1
15618,bater, bezerro,1
15619,bater, chá,1
15620,bater, cimento,1
15621,bater, concreto,1
15622,bater, freezer,1
15623,bater, ovo,1
15624,bater, pedra,1
15625,bater, vegetal,1
15626,bater, água,1
15627,lei, concreto,1
15628,lei, cordoalha,1
15629,lei, divisória,1
15630,lei, doença,1
15631,lei, eucalipto,1
15632,lei, madeira,1
15633,lei, mourão,1
15634,lei, vacina,1
15635,tricomonose, aborto,1
15636,tricomonose, bezerro,1
15637,tricomonose, cobrir,1
15638,tricomonose, diarreia,1
15639,tricomonose, filho,1
15640,tricomonose, fraco,1
15641,tricomonose, rinotraqueítar,1
15642,tricomonose, vaca,1
15643,tricomonose, velho,1
15644,tricomonose, viral,1
15645,urease, cru,1
15646,urease, fator,1
15647,urease, fítico,1
15648,urease, grão,1
15649,urease, inibidor,1
15650,urease, protease,1
15651,urease, ácer,1
15652,insolação, alojamento,1
15653,insolação, capim,1
15654,insolação, coqueiro,1
15655,insolação, face,1
15656,insolação, frio,1
15657,insolação, incidência,1
15658,insolação, máximo,1
15659,insolação, natural,1
15660,insolação, orientar,1
15661,insolação, pequeno,1
15662,insolação, radiação,1
15663,insolação, sapé,1
15664,insolação, subtropical,1
15665,insolação, temperatura,1
15666,insolação, tropical,1
15667,insolação, térmico,1
15668,insolação, vento,1
15669,insolação, ver,1
15670,insolação, árvore,1
15782,clorar, animais,1
15783,clorar, dieta,1
15784,clorar, grande,1
15785,clorar, ingrediente,1
15786,clorar, mineral,1
15787,cromo, cobalto,1
15788,cromo, cobre,1
15789,cromo, flúor,1
15790,cromo, manganês,1
15791,cromo, microelemento,1
15792,cromo, molibdênio,1
15793,cromo, silício,1
15794,cromo, vanádio,1
15795,urinar, vacar,1
15796,prepucial, acrobustite,1
15797,prepucial, indesejável,1
15798,prepucial, lesão,1
15799,prepucial, penduloso,1
15800,prepucial, reprodutor,1
15801,prepucial, tratamento,1
15802,prepucial, umbigueira,1
15803,isolante, abrigo,1
15804,isolante, acesso,1
15805,isolante, acústico,1
15806,isolante, bezerro,1
15807,isolante, bom,1
15808,isolante, calagem,1
15809,isolante, cama,1
15810,isolante, casca,1
15811,isolante, cobertura,1
15812,isolante, contaminar,1
15813,isolante, desinfetar,1
15814,isolante, doente,1
15815,isolante, garantir,1
15816,isolante, inflamatório,1
15817,isolante, instalação,1
15818,isolante, invasor,1
15819,isolante, limpo,1
15820,isolante, medida,1
15821,isolante, pastagem,1
15822,isolante, pasto,1
15823,isolante, quarentena,1
15824,isolante, rebanho,1
15825,isolante, reter,1
15826,isolante, sadio,1
15827,isolante, subclínica,1
15828,isolante, térmico,1
15829,tripsina, delgar,1
15830,tripsina, digerir,1
15831,tripsina, enzima,1
15832,tripsina, intestino,1
15833,tripsina, pancreática,1
15834,tripsina, procarboxipeptidase,1
15835,tripsina, proteína,1
15836,tripsina, quimotripsina,1
15837,sabor, amargo,1
15838,sabor, antibiótico,1
15839,sabor, cloro,1
15840,sabor, comercial,1
15841,sabor, conservante,1
15842,sabor, cor,1
15843,sabor, creme,1
15844,sabor, droga,1
15845,sabor, fluido,1
15846,sabor, frutoso,1
15847,sabor, gelificação,1
15848,sabor, manteiguer,1
15849,sabor, modo,1
15850,sabor, mofado,1
15851,sabor, parâmetro,1
15852,sabor, patogênico,1
15853,sabor, pesticidar,1
15854,sabor, presença,1
15855,sabor, principal,1
15856,sabor, protease,1
15857,sabor, psicrotrófica,1
15858,sabor, pútridos,1
15859,sabor, químico,1
15860,sabor, rancificação,1
15861,sabor, rendimento,1
15862,sabor, resíduo,1
15863,sabor, salgar,1
15864,sabor, substância,1
15865,sabor, viscosidade,1
15866,sabor, íom,1
15867,cirúrgico, afetar,1
15868,cirúrgico, agulha,1
15869,cirúrgico, anaplasmose,1
15870,cirúrgico, babesiose,1
15871,cirúrgico, bactéria,1
15872,cirúrgico, bovil,1
15873,cirúrgico, bovino,1
15874,cirúrgico, contaminar,1
15875,cirúrgico, enfermidade,1
15876,cirúrgico, escrotal,1
15877,cirúrgico, fértil,1
15878,cirúrgico, infestação,1
15879,cirúrgico, inseto,1
15880,cirúrgico, material,1
15881,cirúrgico, monórquidos,1
15882,cirúrgico, portador,1
15883,cirúrgico, protozoário,1
15884,cirúrgico, rebanho,1
15885,cirúrgico, sugador,1
15886,cirúrgico, via,1
15887,prolapso, bezerro,1
15888,prolapso, cirurgia,1
15889,prolapso, feto,1
15890,prolapso, gestação,1
15891,prolapso, grande,1
15892,prolapso, identificar,1
15893,prolapso, vaca,1
15894,prolapso, vagina,1
15895,prolapso, vaginal,1
15902,citômetro, artificial,1
15903,citômetro, dose,1
15904,citômetro, embrião,1
15905,citômetro, espermatozoide,1
15906,citômetro, fluxo,1
15907,citômetro, fêmea,1
15908,citômetro, macho,1
15909,citômetro, reprodutivo,1
15910,citômetro, vitro,1
15911,homeopático, animal,1
15912,homeopático, carrapaticidar,1
15913,homeopático, comercial,1
15914,homeopático, fitoterápico,1
15915,homeopático, glândula,1
15916,homeopático, mamário,1
15917,homeopático, organismo,1
15918,homeopático, sintoma,1
15919,homeopático, solubilil,1
15920,homeopático, vaca,1
15921,radicante, haste,1
15922,radicante, herbácea,1
15923,radicante, morfofisiológica,1
15924,radicante, perene,1
15925,radicante, subereta,1
15926,radicante, ver,1
15927,incubadora, cultura,1
15928,incubadora, embrião,1
15929,incubadora, incubar,1
15930,incubadora, maturar,1
15931,incubadora, meio,1
15932,incubadora, ovário,1
15933,incubadora, oócito,1
15934,incubadora, placa,1
15935,incubadora, solidificação,1
15936,incubadora, temperatura,1
15937,incubadora, técnico,1
15938,aparentar, acasalamento,1
15939,permanente, genético,1
15940,permanente, leiteiro,1
15941,permanente, lento,1
15942,permanente, modo,1
15943,permanente, parte,1
15944,pluviométrico, doença,1
15945,pluviométrico, forrageira,1
15946,pluviométrico, raiz,1
15947,pluviométrico, semiárido,1
15948,pluviométrico, tolerância,1
15949,endovenoso, animais,1
15950,endovenoso, doente,1
15951,endovenoso, medida,1
15952,endovenoso, médico,1
15953,aditivo, alcalinizante,1
15954,aditivo, animais,1
15955,aditivo, apetite,1
15956,aditivo, biológico,1
15957,aditivo, bom,1
15958,aditivo, concentrado,1
15959,aditivo, cuidado,1
15960,aditivo, ensilar,1
15961,aditivo, estimulante,1
15962,aditivo, fermentação,1
15963,aditivo, forrageira,1
15964,aditivo, gordura,1
15965,aditivo, gramínea,1
15966,aditivo, ingrediente,1
15967,aditivo, magnésio,1
15968,aditivo, puro,1
15969,aditivo, rebanho,1
15970,aditivo, tamponante,1
15971,aditivo, tampão,1
15972,aditivo, técnico,1
15973,aditivo, óxido,1
15974,cupim, ataque,1
15975,cupim, durabilidade,1
15976,cupim, formigo,1
15977,cupim, grande,1
15978,cupim, infestação,1
15979,cupim, inseto,1
15980,cupim, material,1
15981,cupim, risco,1
15982,cupim, sistema,1
15983,cupim, solo,1
15984,cupim, ácidos,1
16025,treinamento, animais,1
16026,treinamento, balde,1
16027,treinamento, clínico,1
16028,treinamento, gostar,1
16029,treinamento, identificar,1
16030,treinamento, infraestrutura,1
16031,treinamento, insumo,1
16032,treinamento, limpo,1
16033,treinamento, lácteo,1
16034,treinamento, natural,1
16035,treinamento, ordenha,1
16036,treinamento, parte,1
16037,treinamento, recurso,1
16038,treinamento, sistema,1
16039,treinamento, subclínica,1
16040,treinamento, tratamento,1
16041,treinamento, utensílio,1
16042,potássio, alta,1
16043,potássio, animal,1
16044,potássio, aproveitar,1
16045,potássio, bicálcico,1
16046,potássio, calagem,1
16047,potássio, certo,1
16048,potássio, cloreto,1
16049,potássio, enxofre,1
16050,potássio, extração,1
16051,potássio, fosfato,1
16052,potássio, iodato,1
16053,potássio, lactação,1
16054,potássio, lodo,1
16055,potássio, micronutriente,1
16056,potássio, médio,1
16057,potássio, nutricional,1
16058,potássio, pastagem,1
16059,potássio, seleno,1
16060,potássio, solo,1
16061,potássio, vaca,1
16062,potássio, vitamina,1
16063,potássio, óxido,1
16064,bernes, abdômen,1
16065,bernes, animal,1
16066,bernes, bicheira,1
16067,bernes, captura,1
16068,bernes, chifr,1
16069,bernes, combate,1
16070,bernes, cópula,1
16071,bernes, doméstico,1
16072,bernes, estábulo,1
16073,bernes, inseto,1
16074,bernes, larva,1
16075,bernes, miíase,1
16076,bernes, ovo,1
16077,bernes, vetor,1
16078,caixa, aeradar,1
16079,caixa, alto,1
16080,caixa, alvenaria,1
16081,caixa, bezerro,1
16082,caixa, compostagem,1
16083,caixa, congelador,1
16084,caixa, eficiente,1
16085,caixa, furo,1
16086,caixa, gelo,1
16087,caixa, higiênico,1
16088,caixa, imunoglobulina,1
16089,caixa, intestino,1
16090,caixa, isopor,1
16091,caixa, lavar,1
16092,caixa, madeira,1
16093,caixa, papelão,1
16094,caixa, pequeno,1
16095,caixa, perfurar,1
16096,caixa, pote,1
16097,caixa, principal,1
16098,caixa, proteína,1
16099,caixa, pé,1
16100,caixa, respiração,1
16101,caixa, secar,1
16102,caixa, semear,1
16103,caixa, semente,1
16104,caixa, tampa,1
16105,caixa, temperatura,1
16106,solubilizados, chuva,1
16107,solubilizados, lixiviados,1
16108,solubilizados, pelar,1
16109,solubilizados, perder,1
16110,solubilizados, água,1
16111,alcoólico, alizarina,1
16112,alcoólico, crioscopia,1
16113,alcoólico, testar,1
16114,infectocontagiosa, agente,1
16115,infectocontagiosa, animal,1
16116,infectocontagiosa, boca,1
16117,infectocontagiosa, célula,1
16118,infectocontagiosa, dedo,1
16119,infectocontagiosa, distúrbio,1
16120,infectocontagiosa, entrar,1
16121,infectocontagiosa, ferimento,1
16122,infectocontagiosa, fêmeo,1
16123,infectocontagiosa, glândula,1
16124,infectocontagiosa, gênerar,1
16125,infectocontagiosa, infecçãar,1
16126,infectocontagiosa, infecção,1
16127,infectocontagiosa, macho,1
16128,infectocontagiosa, matar,1
16129,infectocontagiosa, mucoso,1
16130,infectocontagiosa, mão,1
16131,infectocontagiosa, olho,1
16132,infectocontagiosa, ordenhador,1
16133,infectocontagiosa, quarto,1
16134,infectocontagiosa, secreção,1
16135,infectocontagiosa, somático,1
16136,infectocontagiosa, unha,1
16137,infectocontagiosa, vaca,1
16138,brusco, aguar,1
16139,brusco, coágulo,1
16140,brusco, febre,1
16141,brusco, floco,1
16142,brusco, fácil,1
16143,brusco, identificar,1
16144,brusco, inchar,1
16145,brusco, inflamação,1
16146,brusco, perda,1
16147,brusco, pus,1
16148,glicerinar, linhaça,1
16149,glicerinar, ordenha,1
16150,vacinar, vacina,1
16151,aureus, animal,1
16152,aureus, bacteriano,1
16153,aureus, bactéria,1
16154,aureus, coliforme,1
16155,aureus, cápsula,1
16156,aureus, estirpe,1
