index,resposta
223,"As principais vantagens do pastejo rotativo (divisão de piquetes) são: 126  Melhorar a eficiência de uso da forragem produzida na pastagem.  Melhorar a distribuição de água, sal e sombra, permitindo que o animal circule menos e pasteje de maneira mais uniforme.  Promover distribuição mais uniforme de fezes e urina, evitando a concentração de excrementos em determinados locais.  Melhorar a eficiência das adubações, principalmente a nitrogenada, pois as plantas necessitam de um período de descanso para transformar o nitrogênio absorvido em tecido novo.  Facilitar o controle da qualidade da forragem oferecida para os animais.  Facilitar o ajuste da taxa de lotação ou pressão de pastejo, evitando o desperdício de forragem e aumentando a capacidade de suporte das pastagens, e liberando outras áreas da propriedade para a recria de animais.  Possibilitar, até certo ponto, melhor controle de ecto e endoparasitas. A principal desvantagem do pastejo rotativo é o maior investimento inicial em infraestrutura, principalmente cercas. Deve-se considerar que a cerca elétrica reduz o custo dos investimentos iniciais. Contudo, a influência do pastejo rotativo sobre a qualidade da forragem e a produção animal depende da lotação, do tipo de animal, do solo e da espécie forrageira."
224,"Sim. Piquetes muito grandes ou muito pequenos não são os mais indicados para o melhor aproveitamento do pasto. Otamanho da pastagem deve variar de acordo com a capacidade de suporte da forrageira, o número de animais, a categoria animal e a espécie forrageira, entre outros aspectos. 127 Já o formato do piquete pode diminuir a área de cerca, pois piquetes com formato mais próximo de um quadrado tem menor perímetro (menor cerca)."
225,"A rotação de piquete pode basear-se na quantidade residual de folhas, na quantidade fixa de dias de pastejo, ou ainda na altura do pasto determinada pela interceptação luminosa (IL). Aquantidade fixa de dias de pastejo facilita o manejo da pastagem, mas a taxa de lotação deve ser muito bem controlada. Caso contrário, pode ocorrer o superpastejo, o que provoca a degradação da pastagem mais rapidamente. Para melhor recuperação da planta após o pastejo, a preservação de certa quantidade residual de folhas na pastagem é considerada um manejo mais acertado. Nesse caso, porém, ocorre uma variação no número de dias de ocupação e de descanso dos piquetes, o que dificulta o manejo da pastagem como um todo. A Embrapa Gado de Leite recomenda a retirada dos animais do piquete quando a pastagem estiver com 15% a 20% de folhas verdes remanescentes. Ainterceptação luminosa é um novo conceito aplicado ao manejo da pastagem, onde a planta forrageira é colhida no ponto de sua maior produtividade e valor nutritivo. Normalmente, tem sido considerada para efeito de manejo da pastagem, uma IL de 95%, ou seja, quando 5% da luz incidente penetram no dossel vegetal (ou seja, quando 5% da luz solar estão atingindo o solo). Vale salientar que a IL está diretamente relacionada com a altura da planta, que é variável de espécie para espécie. Em sistema de pastejo rotativo, quais considerações devem"
226,"Para manejar bem as pastagens, é preciso levar em consideração as características da espécie forrageira. Em pastejo rotati128 vo, as pastagens constituídas por plantas de porte alto devem ser manejadas a uma altura maior do que as espécies forrageiras de porte menor ou de crescimento rasteiro, tanto na entrada quanto na retirada dos animais. Plantas estoloníferas (que emitem brotos rasteiros capazes de gerar outras plantas) permitem pastejo mais baixo, porque têm maior capacidade de recuperação após a retirada dos animais. Em qualquer tipo de pastagem, é preciso ficar atento para que o intervalo de desfolha (período de descanso) não seja muito grande, a ponto de prejudicar a qualidade da forragem e dificultar o consumo pelos animais. Extensos períodos de descanso podem aumentar a disponibilidade de forragem na pastagem, mas reduzem sua qualidade. Acapacidade de recuperação da pastagem após a retirada dos animais depende, entre outros fatores, do resíduo foliar que é mantido. À medida que se aumenta o período de uso do piquete, com a mesma pressão de pastejo, o índice de área foliar residual diminui, prejudicando a capacidade de rebrota da pastagem. Além disso, é preciso considerar que fatores como temperatura, umidade relativa do ar, luminosidade e fertilidade do solo podem alterar o período de recuperação da pastagem e modificar o período de descanso."
227,"Não. Além de causar danos ao meio ambiente e às propriedades físico-químicas e biológicas do solo, a queimada elimina os inimigos naturais das pragas e não controla eficientemente os problemas com invasoras, plantas tóxicas, insetos e pragas. 129"
228,"A produção e a qualidade dos pastos dependem, entre outros fatores, da fertilidade do solo e do manejo a que são submetidos, variando consideravelmente de uma espécie forrageira para outra. Asgramíneas tropicais mais exigentes, como o capim-elefante, requerem adubações de manutenção em níveis mais elevados e manejo mais cuidadoso (rotativo) para a obtenção de altas produções e melhor qualidade da forragem. Asforrageiras com menor exigência por fertilizantes, como a Brachiaria decumbens cultivar Basilisk (conhecida popularmente como braquiarinha), normalmente podem ser manejadas sob pastejo contínuo. No entanto, o sistema de pastejo a ser adotado, na maioria dos casos, é menos importante do que a pressão de pastejo a ser utilizada. Ainteração entre o número de animais e a quantidade de forragem disponível no pasto é que determina os níveis de produção, por animal e por área."
229,"As causas da degradação das pastagens são várias. Entre as mais importantes estão o superpastejo, a compactação do solo e a deficiência nutricional, especialmente do nitrogênio, por estar diretamente relacionado com o aumento na produção de matéria seca da forrageira. O superpastejo esgota as plantas forrageiras, reduzindo sua capacidade de 130 rebrota e de produção de sementes, além de diminuir a cobertura do solo, deixando espaços vazios para o surgimento de invasoras e a ocorrência de erosão. A deficiência de nitrogênio é um problema comum e se acentua com o superpastejo, em virtude da redução do resíduo vegetal (parte da forrageira que, não sendo consumida pelo animal, fica sobre o solo e desempenha importante papel na pastagem). Deficiências de outros elementos, como o fósforo, também contribuem para reduzir o vigor da pastagem e sua produtividade. Ofósforo também estimula o crescimento de leguminosas nativas, contribuindo com o fornecimento de nitrogênio para a pastagem. A compactação do solo pode ser provocada pelo uso excessivo de máquinas e equipamentos agrícolas por ocasião do preparo, plantio e colheita das culturas. Também pode ser causada pelo pisoteio dos animais, especialmente em áreas de pastagens degradadas. Existe ainda a compactação química, provocada pelo excesso de argiluviação, processo derivado da dispersão, transporte e agregação de argilas. Essa compactação induz a redução do espaço poroso do solo, diminuindo a troca gasosa e a drenagem. Além disso, as raízes das plantas têm maior dificuldade de penetração em solos compactados, diminuindo a produção de forragem."
230,"O tempo, em dias ou meses, depende da espécie forrageira, da fertilidade do solo, de fatores climáticos e de manejo. Em linhas gerais, a vedação é feita antes do início da emissão das inflorescências (floração), para assegurar a ressemeadura natural do pasto, e deve durar até a queda de todas as sementes. Avedação de parte das pastagens, durante a época de maior crescimento do pasto, é uma estratégia de manejo cujo objetivo é permitir o “descanso” do pasto, propiciando o acúmulo de forragem e a ressemeadura natural. 131 Entretanto, o que quase sempre ocorre é a redução acentuada da qualidade da forragem e do consumo pelos animais. Dessa forma, a vedação da pastagem não deve ser uma técnica recomendada para substituir o concentrado a ser fornecido às vacas de boa produção de leite, na época de menor crescimento do pasto. Aforragem acumulada na área vedada pode constituir-se no volumoso para esses animais, o que já é bastante vantajoso em relação à inexistência de pasto observada em muitas propriedades, durante essa época do ano."
231,"Reformas de pastagens normalmente são feitas com um dos seguintes objetivos:  Introduzir uma nova espécie, considerada mais adequada à utilização que se pretende dar à pastagem.  Recuperar pastagens degradadas. No primeiro caso, a reforma é uma consequência de mudanças introduzidas na propriedade, ao passo que, no segundo, é uma consequência de manejo inadequado da pastagem. Portanto, a prática mais recomendável, nesse último caso, é manejar bem a pastagem, evitando sua degradação. Reformas de pastagens, normalmente, implicam gastos com sementes, fertilizantes e corretivos, máquinas e equipamentos, mão de obra, etc., já efetuados anteriormente por ocasião da formação da pastagem. Reformar as pastagens sem melhorar o manejo não significa melhorias nas pastagens da propriedade, em curto ou médio prazo."
232,"A recuperação de pastagens degradadas pode ser feita de várias maneiras. Sempre que possível, deve-se evitar a queima para não empobrecer o solo. Em determinadas situações, depen132 dendo do nível de infestação da área por invasoras, recomenda-se rebaixamento da vegetação com um pastejo pesado, antes do preparo do solo. Se isso não for suficiente, deve-se roçar a vegetação restante, manual ou mecanicamente. Depois desses procedimentos, efetua-se o preparo do solo. Também é possível fazer a dessecação da vegetação existente na área, utilizando um herbicida e, em seguida proceder à calagem e à adubação de plantio para, posteriormente, realizar a distribuição das sementes. Essa distribuição poderá ser feita a lanço, ou mediante o uso de semeadeira apropriada."
233,"O uso do fogo deve ser evitado ao máximo. No entanto, em pastagens nativas, o fogo ainda é uma prática de manejo adotada por muitos produtores, para o crescimento de forragem mais nutritiva e palatável. Quando indispensável, a queimada deve ser feita após uma chuva forte que umedeça bem o solo e, de preferência, nas últimas horas do dia, quando as temperaturas são mais baixas e o próprio orvalho da noite auxiliará no controle do fogo, além de que não há ventos. Mas a melhor maneira para se obter produções expressivas de forragem de melhor qualidade, sem necessidade do fogo, é substituir as espécies nativas ou naturalizadas por outras de maior potencial forrageiro. No caso de se optar pelo uso do fogo, deve-se previamente obter a licença dos órgãos ambientais para fazer a queimada, além de que é necessário fazer os aceiros em toda a área. 133"
