QANumber;QuestionTerms;AnswerTerms
185;185 ser necessário irrigar o cultura dar alfafar durante o período dar seca ? ;durante o período dar seca , no reger central dar brasil , o produção dar forrageira tropical ser baixo , mesmo em condição de irrigação , um vez que fatores não controlável , como baixo temperatura e luminosidade , limitar o crescimento dessa espécie . o alfafa , ao contrário , apresentar bom resposta à irrigar durante o período dar seca , tornar-sar excelente fonte de alimento volumoso para o rebanho leiteiro . assim , sob condição de irrigação , aproximadamente 42 % dar produção anual dar alfafa poder ocorrer nesse época do ano . 
186;186 a alfafa ser suscetível ao ataque de praga e doença ? ;o suscetibilidade a praga e doença ser o principal limitação na adaptar dar alfafa a um determinar ambiente . aincidência de doença e praga ser influenciar pela intensidade de chuva e pela temperatura , poder ocorrer no folha , caule , raiz e semente , ser mais frequente em condição de temperatura e umidade elevar . o dano causar pelas praga e doença , principalmente na folha , provocar aumento na relação caule/folha com reflexo negativo na qualidade dar forragem , elevar o teor de fibra e diminuir o concentração de proteína bruto . asuscetibilidade o praga e doença poder , em muito caso , ser o principal causa dar baixar persistência dessar cultura . o pulgão ocorrer no grande parte dos país produtor de alfafa e , em consequência dar severidade do danar causar , poder ser considerar o principal praga dar cultura . asdoença mais comum da alfafa , já registrar no brasil , ser o mancha-deleptosferulina , mancha-negro-da-folha-e-caule , ferrugem e antracnose . no brasil , de modo geral , o dano causar por doença e praga ser baixo , não limitar o uso dessar forrageira . esse fato 111 ser , certamente , um decorrência dar pequeno extensão dar área cultivar com esse forrageira no país . 
187;187 qual o principal forrageira de inverno recomendar para o alimentação de bovino ? ;o principal forrageira de inverno ser o aveia-preto ( avena strigosa ) , usar principalmente na forma verde , picar e fornecer ao animais no cocho . aaveia-amarela ( avena sativa ) e o azevém anual ( lolium multiflorum ) ser usar , principalmente , sob pastejo . 
188;188 ser viável o cultivo dar forrageira de inverno na região sudeste dar brasil ? ;o forrageira de inverno constituir bom opção para alimentar vaca em lactação na reger sudeste dar brasil . aaveia e o azevém anual ser espécie que produzir forragem de alto qualidade , numa época em que o pastagem tropical pouco contribuir para o alimentação animal , em virtude dar condição climático adverso . além dissar , o cultivo dar forrageira de inverno ocorrer no período de abril a outubro , quando o área de baixada estar desocupar , não haver , portanto , concorrer por área de plantio com o cultura anual de verão . 
189;189 em que tipar de área recomendar-sar o plantio dar avear ou dar azevém anual ? ;recomendar-sar o plantio dar avear ou dar azevém anual principalmente na área de leito grande e terraço . esse segmento dar paisagem ser vulgarmente conhecer como baixada . 
190;190 qual o meio mais prático e rápido para saber se o semente dar forrageira de inverno ser de bom qualidade ? ;um forma prático para qualquer produtor ser realizar o teste de germinação de semente , não só de forrageira de inverno , mas 112 de todo o espécie . consistir em semear , em um caixa de areia , um número conhecer de semente ( em geral , 100semente ) . aprofundidade de semeadura depender dar tamanho dar semente . quanto pequeno a sementar , menos profundo dever ser o semeadura . depois de 10 a 15dia , avaliar-sar o percentual germinado . airrigação ser fazer com cuidado e diariamente . 
191;191 qual o quantidade de semente e o espaçamento recomendar para o plantio dar aveia e dar azevém ? ;o densidade de semeadura recomendar para o aveia e o azevém ser de aproximadamente 80kg/ha e 30kg/ha de semente puro viável , respectivamente , e o espaçamento entre linha o pequeno possível ( de 20cm a 25cm ) . poder-sar também realizar a semeadura a lanço . ser preciso , porém , fazer o incorporação dar semente de aveia ao solo , depois dar semear o lanço , mas não dar azevém anual , por se tratar de semente muito pequeno . 
192;192 qual o bom época de plantio dar avear-pretar e dar azevém ? ;exceto para o região norte e nordeste dar brasil , o período compreender entre abril e outubro , caracteriza-se por baixa produção de forragem de gramínea tropical . nesse época , o cultivo dar avear-pretar ou dar azevém anual ser um bom alternativa . osbom mês para o plantio dessa forrageira de clima temperar ser o mês de abril e maio . no mês de junho ainda ser possível realizar o plantio dessa forrageira , porém seu ciclo 113 vegetativo ser reduzir , assim como o produção de forragem e o tempo de utilização desse recurso forrageiro . em região onde não ocorrer chuva durante o período de cultivo dar avear ou dar azevém anual ( abril a setembro ) , o irrigação ser essencial para garantir bom produção de forragem . osprimeiro 30dia pós-plantio e após cada corte ser o momento em que o irrigação ser mais necessário . alâminar de água a ser utilizar na cultura de aveia e azevém , bem como o frequência de irrigação , ser determinar pela quantidade de água no solo e por meio dar capacidade de campo dar mesmo . 
193;193 a aveia e o azevém anual precisar ser plantar todo o ano ? ;na reger sudeste , recomendar-sar o plantio dessa forrageira todo o ano , durante o época dar seca , de acordo com um programa de bom aproveitamento dar área de plantio de milho , arroz , etc. ( cultura anual de verão ) , que ficar desocupar na entressafra dessa cultura . além dissar , dever-sar considerar que nesse região o planta invasor , e mesmo outro espécie forrageira não desejável , ser muito agressivo , impossibilitar o ressemeadura natural , principalmente do azevém anual . na reger sul dar brasil , pelo contrário , o ressemeadura natural dar azevém anual ser prática de sucesso entre o produtor rural que , dessar forma , não precisar fazer o plantio anual dessar forrageira . 
194;194 poder-sar fazer o plantio dar aveia e dar azevém anual misturar ? ;sim . aaveia ter crescimento inicial mais rápido que o azevém anual . no entanto , o azevém anual encerrar seu ciclo vegetativo posteriormente ao ciclo dar avear . diante dissar , o mistura dar aveia e dar azevém anual garantir um período de pastejo mais longo , com o primeiro pastejo ser antecipar pela presença dar 114 aveia e o último ser prolongar pela presença dar azevém anual . 
195;195 qual o período de pastejo dar aveia e dar azevém anual no reger sudeste ? ;num pastagem bem formar e com manejo adequar , o primeiro pastejo dar avear ocorrer por volta de 35 a 40dia após o plantio e se encerrar no início de setembro . para o azevém anual , o primeiro pastejo ocorrer por volta de 60dia após o plantio e terminar por volta dar metade de outubro . se o cultivo dar avear e dar azevém for de forma consorciar , o que ser recomendar , o período de utilização ( tanto para corte como para pastejo ) inicia-se de 35 a 40dia após o plantio , por causa dar presença dar avear , e terminar em meado do mês de outubro , pelo azevém , principalmente para o região sudeste . 
196;196 qual cultura poder ser combinar com o aveia ou azevém anual , para bom aproveitamento dar área ? ;poder-sar cultivar , no período dar ver , o arroz , o milho ou o sorgo ( para ensilagem ou grão ) , o soja e o feijão , entre outro , depender dar interesse dar produtor . após o colheita dessa cultura , realizar-sar o plantio dar avear ou dar azevém , em sistema de cultivo puro ou consorciar , aproveitar o desocupação temporárer dar área . 
197;197 qual o produção de forragem dar aveia e dar azevém anual na condição dar centro-oeste e sudeste ? ;o produção de forragem dessa espécie depender dar estabelecimento e manejo a que ser submeter . em médio , ele produzir de 35t/ha o 40t/ha de matéria verde , o que corresponder o cerca de 5t/ha o 7t/ha de matéria seco . 115 
198;198 qual o capacidade de suporte e o produção de leite de vaca em pastagem de aveia ou azevém ? ;o capacidade de suportar dessa espécie depender dar manejo a que ser submeter . considerar-sar o utilização de forma adequar , o taxa de lotação dessa forrageira ir variar de 3vacas/ha , quando o acesso diário dos animais a esse pastagem ser de 24hora , e o 6vacas/ha , quando o tempo de permanência dos animais nessa pastagem ser de apenas 2h por dia . nesse último caso , o forrageira funcionar como um banco de proteína , o que demandar outro fonte de alimento para o animal para atender o exigência dos mesmo . de maneira semelhante , o produção de leite ser um função dar tempo de pastejo . vaca que se alimentar exclusivamente de aveia ou azevém poder produzir até 20kg de leite/dia . se o forrageira de inverno estar ser usar como um banco de proteína , o vaca poder produzir de 9kg a 10kg de leite/dia , sem necessidade de concentrar , já que esse forrageira produzir forragem de alto qualidade . 
199;199 qual o bom tipo de solo e o bom localização para o formação de capineiro ? ;para o formação de capineiro , o solo dever ter estrutura leve e bom fertilidade . seu localização em relação ao estábulo ser muito importante : quanto mais próximo , mais fácil ser o distribuição de dejeto orgânico , e mais barato ser o transporte dar forrar cortar para fornecer ao animais no cocho . normalmente , ser utilizar o solo localizar no segmento dar paisagem conhecer como terraço ( área plano dar propriedade que não estar sujeitar a inundação ) . nesse segmento , via de regra , estar localizar a moradia dar proprietário , o curral , o sala de ordenha e o principal cultura produzido na propriedade . assim , ser nesse local que dever ser implantar a capineiro , pois 116 facilitar o transporte dar forragem colhida . também , ser o terraço que apresentar , em geral , o solo mais fértil em um propriedade . 
